hand_num,stakes,date,table,max_players,button,players,start,preflop,flop
240970123575,$2.50/$5.00 USD,2023/01/07 3:36:22 ET,Ancha II,9,3,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($640.22 in chips)
Seat 3: oledgyk ($655 in chips)
Seat 4: RAidakCo ($1114.87 in chips)
Seat 5: typ6oky3mu4 ($500.97 in chips)
Seat 6: AlexeSsz ($1127.51 in chips)
Seat 7: PokerStarJ2 ($816.39 in chips)
Seat 8: spzilla ($432.55 in chips)
Seat 9: pelyatww ($645.38 in chips)","
Seat 9: pelyatww ($645.38 in chips)","
RAidakCo: posts small blind $2.50
typ6oky3mu4: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970129057,$2.50/$5.00 USD,2023/01/07 3:37:04 ET,Ancha II,9,4,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($639.22 in chips)
Seat 3: oledgyk ($654 in chips)
Seat 4: RAidakCo ($1111.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1126.51 in chips)
Seat 7: PokerStarJ2 ($837.61 in chips)
Seat 8: spzilla ($431.55 in chips)
Seat 9: pelyatww ($644.38 in chips)","
Seat 9: pelyatww ($644.38 in chips)","
typ6oky3mu4: posts small blind $2.50
AlexeSsz: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970639005,$2.50/$5.00 USD,2023/01/07 3:38:22 ET,Ancha II,9,6,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($653.72 in chips)
Seat 3: oledgyk ($703.21 in chips)
Seat 4: RAidakCo ($1109.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1117.01 in chips)
Seat 7: PokerStarJ2 ($830.61 in chips)
Seat 8: spzilla ($391.84 in chips)
Seat 9: pelyatww ($642.38 in chips)","
Seat 9: pelyatww ($642.38 in chips)","
PokerStarJ2: posts small blind $2.50
spzilla: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970646990,$2.50/$5.00 USD,2023/01/07 3:39:25 ET,Ancha II,9,7,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($622.88 in chips)
Seat 3: oledgyk ($702.21 in chips)
Seat 4: RAidakCo ($1108.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1116.01 in chips)
Seat 7: PokerStarJ2 ($827.11 in chips)
Seat 8: spzilla ($429.18 in chips)
Seat 9: pelyatww ($641.38 in chips)","
Seat 9: pelyatww ($641.38 in chips)","
spzilla: posts small blind $2.50
pelyatww: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970659652,$2.50/$5.00 USD,2023/01/07 3:41:03 ET,Ancha II,9,8,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($621.88 in chips)
Seat 3: oledgyk ($701.21 in chips)
Seat 4: RAidakCo ($1107.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1234.29 in chips)
Seat 7: PokerStarJ2 ($826.11 in chips)
Seat 8: spzilla ($393.18 in chips)
Seat 9: pelyatww ($635.38 in chips)","
Seat 9: pelyatww ($635.38 in chips)","
pelyatww: posts small blind $2.50
Zavorotny: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970664229,$2.50/$5.00 USD,2023/01/07 3:41:39 ET,Ancha II,9,9,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($659.68 in chips)
Seat 3: oledgyk ($700.21 in chips)
Seat 4: RAidakCo ($1093.87 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1233.29 in chips)
Seat 7: PokerStarJ2 ($825.11 in chips)
Seat 8: spzilla ($379.68 in chips)
Seat 9: pelyatww ($631.88 in chips)","
Seat 9: pelyatww ($631.88 in chips)","
Zavorotny: posts small blind $2.50
ljryviltj: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970668946,$2.50/$5.00 USD,2023/01/07 3:42:16 ET,Ancha II,9,1,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($634.78 in chips)
Seat 3: oledgyk ($699.21 in chips)
Seat 4: RAidakCo ($1092.87 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1232.29 in chips)
Seat 7: PokerStarJ2 ($824.11 in chips)
Seat 8: spzilla ($378.68 in chips)
Seat 9: pelyatww ($663.32 in chips)","
Seat 9: pelyatww ($663.32 in chips)","
ljryviltj: posts small blind $2.50
oledgyk: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970673459,$2.50/$5.00 USD,2023/01/07 3:42:51 ET,Ancha II,9,2,"
Seat 1: Zavorotny ($532.68 in chips)
Seat 2: ljryviltj ($631.28 in chips)
Seat 3: oledgyk ($693.21 in chips)
Seat 4: RAidakCo ($1091.87 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1231.29 in chips)
Seat 7: PokerStarJ2 ($823.11 in chips)
Seat 8: spzilla ($357.68 in chips)
Seat 9: pelyatww ($662.32 in chips)","
Seat 9: pelyatww ($662.32 in chips)","
oledgyk: posts small blind $2.50
RAidakCo: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970687466,$2.50/$5.00 USD,2023/01/07 3:44:41 ET,Ancha II,9,4,"
Seat 1: Zavorotny ($515.68 in chips)
Seat 2: ljryviltj ($718.53 in chips)
Seat 3: oledgyk ($688.71 in chips)
Seat 4: RAidakCo ($1082.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1229.29 in chips)
Seat 7: PokerStarJ2 ($821.11 in chips)
Seat 8: spzilla ($311.43 in chips)
Seat 9: pelyatww ($660.32 in chips)","
Seat 9: pelyatww ($660.32 in chips)","
typ6oky3mu4: posts small blind $2.50
AlexeSsz: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970708538,$2.50/$5.00 USD,2023/01/07 3:47:20 ET,Ancha II,9,6,"
Seat 1: Zavorotny ($513.68 in chips)
Seat 2: ljryviltj ($716.53 in chips)
Seat 3: oledgyk ($686.71 in chips)
Seat 4: RAidakCo ($1080.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1339.98 in chips)
Seat 7: PokerStarJ2 ($814.11 in chips)
Seat 8: spzilla ($309.43 in chips)
Seat 9: pelyatww ($568.13 in chips)","
Seat 9: pelyatww ($568.13 in chips)","
PokerStarJ2: posts small blind $2.50
spzilla: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970724968,$2.50/$5.00 USD,2023/01/07 3:49:24 ET,Ancha II,9,7,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($715.53 in chips)
Seat 3: oledgyk ($661.66 in chips)
Seat 4: RAidakCo ($1074.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1338.98 in chips)
Seat 7: PokerStarJ2 ($810.61 in chips)
Seat 8: spzilla ($659.41 in chips)
Seat 9: pelyatww ($567.13 in chips)","
Seat 9: pelyatww ($567.13 in chips)","
spzilla: posts small blind $2.50
pelyatww: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970735717,$2.50/$5.00 USD,2023/01/07 3:50:46 ET,Ancha II,9,9,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($713.53 in chips)
Seat 3: oledgyk ($659.66 in chips)
Seat 4: RAidakCo ($1072.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1340.98 in chips)
Seat 7: PokerStarJ2 ($808.61 in chips)
Seat 8: spzilla ($622.82 in chips)
Seat 9: pelyatww ($615.72 in chips)","
Seat 9: pelyatww ($615.72 in chips)","
Zavorotny: posts small blind $2.50
ljryviltj: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970740316,$2.50/$5.00 USD,2023/01/07 3:51:20 ET,Ancha II,9,1,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($701.28 in chips)
Seat 3: oledgyk ($658.66 in chips)
Seat 4: RAidakCo ($1071.37 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1361.03 in chips)
Seat 7: PokerStarJ2 ($807.61 in chips)
Seat 8: spzilla ($621.82 in chips)
Seat 9: pelyatww ($614.72 in chips)","
Seat 9: pelyatww ($614.72 in chips)","
ljryviltj: posts small blind $2.50
oledgyk: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970745330,$2.50/$5.00 USD,2023/01/07 3:51:58 ET,Ancha II,9,2,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($697.78 in chips)
Seat 3: oledgyk ($652.66 in chips)
Seat 4: RAidakCo ($1122.31 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1360.03 in chips)
Seat 7: PokerStarJ2 ($806.61 in chips)
Seat 8: spzilla ($582.38 in chips)
Seat 9: pelyatww ($613.72 in chips)","
Seat 9: pelyatww ($613.72 in chips)","
oledgyk: posts small blind $2.50
RAidakCo: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970753094,$2.50/$5.00 USD,2023/01/07 3:52:57 ET,Ancha II,9,3,"
Seat 1: Zavorotny ($500 in chips)
Seat 2: ljryviltj ($696.78 in chips)
Seat 3: oledgyk ($649.16 in chips)
Seat 4: RAidakCo ($1093.91 in chips)
Seat 5: typ6oky3mu4 ($500 in chips)
Seat 6: AlexeSsz ($1394.93 in chips)
Seat 7: PokerStarJ2 ($805.61 in chips)
Seat 8: spzilla ($581.38 in chips)
Seat 9: pelyatww ($612.72 in chips)","
Seat 9: pelyatww ($612.72 in chips)","
RAidakCo: posts small blind $2.50
typ6oky3mu4: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970769166,$2.50/$5.00 USD,2023/01/07 3:54:59 ET,Ancha II,9,5,"
Seat 1: Zavorotny ($515.50 in chips)
Seat 2: ljryviltj ($694.78 in chips)
Seat 3: oledgyk ($647.16 in chips)
Seat 4: RAidakCo ($1089.41 in chips)
Seat 5: typ6oky3mu4 ($597.25 in chips)
Seat 6: AlexeSsz ($1387.93 in chips)
Seat 7: PokerStarJ2 ($803.61 in chips)
Seat 8: spzilla ($579.38 in chips)
Seat 9: pelyatww ($610.72 in chips)","
Seat 9: pelyatww ($610.72 in chips)","
AlexeSsz: posts small blind $2.50
PokerStarJ2: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970774316,$2.50/$5.00 USD,2023/01/07 3:55:42 ET,Ancha II,9,6,"
Seat 1: Zavorotny ($514.50 in chips)
Seat 2: ljryviltj ($693.78 in chips)
Seat 3: oledgyk ($646.16 in chips)
Seat 4: RAidakCo ($1088.41 in chips)
Seat 5: typ6oky3mu4 ($596.25 in chips)
Seat 6: AlexeSsz ($1415.99 in chips)
Seat 7: PokerStarJ2 ($779.82 in chips)
Seat 8: spzilla ($578.38 in chips)
Seat 9: pelyatww ($609.72 in chips)","
Seat 9: pelyatww ($609.72 in chips)","
PokerStarJ2: posts small blind $2.50
spzilla: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970778099,$2.50/$5.00 USD,2023/01/07 3:56:15 ET,Ancha II,9,7,"
Seat 1: Zavorotny ($513.50 in chips)
Seat 2: ljryviltj ($680.28 in chips)
Seat 3: oledgyk ($645.16 in chips)
Seat 4: RAidakCo ($1087.41 in chips)
Seat 5: typ6oky3mu4 ($595.25 in chips)
Seat 6: AlexeSsz ($1414.99 in chips)
Seat 7: PokerStarJ2 ($776.32 in chips)
Seat 8: spzilla ($599.56 in chips)
Seat 9: pelyatww ($608.72 in chips)","
Seat 9: pelyatww ($608.72 in chips)","
spzilla: posts small blind $2.50
pelyatww: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970784512,$2.50/$5.00 USD,2023/01/07 3:57:10 ET,Ancha II,9,8,"
Seat 1: Zavorotny ($512.50 in chips)
Seat 2: ljryviltj ($679.28 in chips)
Seat 3: oledgyk ($644.16 in chips)
Seat 4: RAidakCo ($1086.41 in chips)
Seat 5: typ6oky3mu4 ($594.25 in chips)
Seat 7: PokerStarJ2 ($775.32 in chips)
Seat 8: spzilla ($622.32 in chips)
Seat 9: pelyatww ($590.82 in chips)","
Seat 9: pelyatww ($590.82 in chips)","
pelyatww: posts small blind $2.50
Zavorotny: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970792561,$2.50/$5.00 USD,2023/01/07 3:58:18 ET,Ancha II,9,1,"
Seat 1: Zavorotny ($531 in chips)
Seat 2: ljryviltj ($672.28 in chips)
Seat 3: oledgyk ($642.16 in chips)
Seat 4: RAidakCo ($1084.41 in chips)
Seat 5: typ6oky3mu4 ($592.25 in chips)
Seat 7: PokerStarJ2 ($773.32 in chips)
Seat 8: spzilla ($637.17 in chips)
Seat 9: pelyatww ($571.32 in chips)","
Seat 9: pelyatww ($571.32 in chips)","
ljryviltj: posts small blind $2.50
oledgyk: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970802962,$2.50/$5.00 USD,2023/01/07 3:59:45 ET,Ancha II,9,3,"
Seat 1: Zavorotny ($529 in chips)
Seat 2: ljryviltj ($667.78 in chips)
Seat 3: oledgyk ($739.72 in chips)
Seat 4: RAidakCo ($1077.41 in chips)
Seat 5: typ6oky3mu4 ($590.25 in chips)
Seat 6: AlexeSsz ($1412.99 in chips)
Seat 7: PokerStarJ2 ($771.32 in chips)
Seat 8: spzilla ($560.61 in chips)
Seat 9: pelyatww ($565.82 in chips)","
Seat 9: pelyatww ($565.82 in chips)","
RAidakCo: posts small blind $2.50
typ6oky3mu4: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970808816,$2.50/$5.00 USD,2023/01/07 4:00:35 ET,Ancha II,9,4,"
Seat 1: Zavorotny ($528 in chips)
Seat 2: ljryviltj ($666.78 in chips)
Seat 3: oledgyk ($862.22 in chips)
Seat 4: RAidakCo ($1073.91 in chips)
Seat 5: typ6oky3mu4 ($584.25 in chips)
Seat 6: AlexeSsz ($1411.99 in chips)
Seat 7: PokerStarJ2 ($715.32 in chips)
Seat 8: spzilla ($504.61 in chips)
Seat 9: pelyatww ($564.82 in chips)","
Seat 9: pelyatww ($564.82 in chips)","
typ6oky3mu4: posts small blind $2.50
AlexeSsz: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
PokerStarJ2: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970813065,$2.50/$5.00 USD,2023/01/07 4:01:08 ET,Ancha II,9,5,"
Seat 1: Zavorotny ($527 in chips)
Seat 2: ljryviltj ($665.78 in chips)
Seat 3: oledgyk ($861.22 in chips)
Seat 4: RAidakCo ($1126.41 in chips)
Seat 5: typ6oky3mu4 ($580.75 in chips)
Seat 6: AlexeSsz ($1405.99 in chips)
Seat 8: spzilla ($503.61 in chips)
Seat 9: pelyatww ($563.82 in chips)","
Seat 9: pelyatww ($563.82 in chips)","
AlexeSsz: posts small blind $2.50
PokerStarJ2: is sitting out
spzilla: posts big blind $5
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970823645,$2.50/$5.00 USD,2023/01/07 4:02:28 ET,Ancha II,9,8,"
Seat 1: Zavorotny ($525 in chips)
Seat 2: ljryviltj ($663.78 in chips)
Seat 3: oledgyk ($844.22 in chips)
Seat 4: RAidakCo ($1124.41 in chips)
Seat 5: typ6oky3mu4 ($665.70 in chips)
Seat 6: AlexeSsz ($1388.99 in chips)
Seat 8: spzilla ($462.66 in chips)
Seat 9: pelyatww ($556.82 in chips)","
Seat 9: pelyatww ($556.82 in chips)","
pelyatww: posts small blind $2.50
Zavorotny: posts big blind $5
Gratitdude: sits out
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
240970833578,$2.50/$5.00 USD,2023/01/07 4:03:42 ET,Ancha II,9,9,"
Seat 1: Zavorotny ($519 in chips)
Seat 2: ljryviltj ($662.78 in chips)
Seat 3: oledgyk ($843.22 in chips)
Seat 4: RAidakCo ($1123.41 in chips)
Seat 5: typ6oky3mu4 ($664.70 in chips)
Seat 6: AlexeSsz ($1610.59 in chips)
Seat 8: spzilla ($319.06 in chips)
Seat 9: pelyatww ($500 in chips)","
Seat 9: pelyatww ($500 in chips)","
Zavorotny: posts small blind $2.50
ljryviltj: posts big blind $5
Gratitdude: sits out
Zavorotny: posts the ante $1
ljryviltj: posts the ante $1
oledgyk: posts the ante $1
RAidakCo: posts the ante $1
typ6oky3mu4: posts the ante $1
AlexeSsz: posts the ante $1
spzilla: posts the ante $1
pelyatww: posts the ante $1","
pelyatww: posts the ante $1"
